Entry	Reviewed	Entry name	Protein names	Gene names	Organism	Length	Gene names (primary)
P11499	reviewed	HS90B_MOUSE	Heat shock protein HSP 90-beta (Heat shock 84 kDa) (HSP 84) (HSP84) (Tumor-specific transplantation 84 kDa antigen) (TSTA)	Hsp90ab1 Hsp84 Hsp84-1 Hspcb	Mus musculus (Mouse)	724	Hsp90ab1
P07901	reviewed	HS90A_MOUSE	Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA)	Hsp90aa1 Hsp86 Hsp86-1 Hspca	Mus musculus (Mouse)	733	Hsp90aa1
P34931	reviewed	HS71L_HUMAN	Heat shock 70 kDa protein 1-like (Heat shock 70 kDa protein 1L) (Heat shock 70 kDa protein 1-Hom) (HSP70-Hom)	HSPA1L	Homo sapiens (Human)	641	HSPA1L
Q9UDY4	reviewed	DNJB4_HUMAN	DnaJ homolog subfamily B member 4 (Heat shock 40 kDa protein 1 homolog) (HSP40 homolog) (Heat shock protein 40 homolog) (Human liver DnaJ-like protein)	DNAJB4 DNAJW HLJ1	Homo sapiens (Human)	337	DNAJB4
P17066	reviewed	HSP76_HUMAN	Heat shock 70 kDa protein 6 (Heat shock 70 kDa protein B')	HSPA6 HSP70B'	Homo sapiens (Human)	643	HSPA6
P16627	reviewed	HS71L_MOUSE	Heat shock 70 kDa protein 1-like (Heat shock 70 kDa protein 1L) (Heat shock 70 kDa-like protein 1) (Spermatid-specific heat shock protein 70)	Hspa1l Hsc70t	Mus musculus (Mouse)	641	Hspa1l
P54652	reviewed	HSP72_HUMAN	Heat shock-related 70 kDa protein 2 (Heat shock 70 kDa protein 2)	HSPA2	Homo sapiens (Human)	639	HSPA2
P08110	reviewed	ENPL_CHICK	Endoplasmin (Heat shock 108 kDa protein) (HSP 108) (HSP108) (Heat shock protein 90 kDa beta member 1) (Transferrin-binding protein)	HSP90B1 TRA1	Gallus gallus (Chicken)	795	HSP90B1
P63038	reviewed	CH60_MOUSE	60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (HSP-65) (Heat shock protein 60) (HSP-60) (Hsp60) (Mitochondrial matrix protein P1)	Hspd1 Hsp60	Mus musculus (Mouse)	573	Hspd1
P14659	reviewed	HSP72_RAT	Heat shock-related 70 kDa protein 2 (Heat shock protein 70.2) (Testis-specific heat shock protein-related) (HST)	Hspa2 Hst70	Rattus norvegicus (Rat)	633	Hspa2
Q14568	reviewed	HS902_HUMAN	Heat shock protein HSP 90-alpha A2 (Heat shock 90 kDa protein 1 alpha-like 3) (Heat shock protein HSP 90-alpha A2 pseudogene)	HSP90AA2P HSP90AA2 HSPCAL3	Homo sapiens (Human)	343	HSP90AA2P
O88600	reviewed	HSP74_RAT	Heat shock 70 kDa protein 4 (Ischemia responsive 94 kDa protein)	Hspa4 Irp94	Rattus norvegicus (Rat)	840	Hspa4
P22943	reviewed	HSP12_YEAST	12 kDa heat shock protein (Glucose and lipid-regulated protein)	HSP12 GLP1 HOR5 YFL014W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109	HSP12
P38910	reviewed	CH10_YEAST	10 kDa heat shock protein, mitochondrial (HSP10) (10 kDa chaperonin)	HSP10 CPN10 YOR020C OR26.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106	HSP10
P61604	reviewed	CH10_HUMAN	10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10) (Early-pregnancy factor) (EPF)	HSPE1	Homo sapiens (Human)	102	HSPE1
Q76LV2	reviewed	HS90A_BOVIN	Heat shock protein HSP 90-alpha (EC 3.6.4.10)	HSP90AA1 HSP90A HSPCA	Bos taurus (Bovine)	733	HSP90AA1
P30946	reviewed	HS90A_RABIT	Heat shock protein HSP 90-alpha (EC 3.6.4.10)	HSP90AA1 HSPCA	Oryctolagus cuniculus (Rabbit)	694	HSP90AA1
P40150	reviewed	SSB2_YEAST	Ribosome-associated molecular chaperone SSB2 (EC 3.6.4.10) (Heat shock protein SSB2) (Hsp70 chaperone Ssb)	SSB2 YG103 YNL209W N1333	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	613	SSB2
P30947	reviewed	HS90B_RABIT	Heat shock protein HSP 90-beta	HSP90AB1 HSPCB	Oryctolagus cuniculus (Rabbit)	726	HSP90AB1
P19120	reviewed	HSP7C_BOVIN	Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8)	HSPA8 HSC70	Bos taurus (Bovine)	650	HSPA8
O14368	reviewed	HSP16_SCHPO	Heat shock protein 16 (16 kDa heat shock protein)	hsp16 SPBC3E7.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	143	hsp16
Q9BIR7	reviewed	HSP75_DROME	Major heat shock 70 kDa protein Bc (Heat shock protein 70Bc) (HSP70-87C1)	Hsp70Bc CG6489	Drosophila melanogaster (Fruit fly)	641	Hsp70Bc
P08622	reviewed	DNAJ_ECOLI	Chaperone protein DnaJ (HSP40) (Heat shock protein J)	dnaJ groP b0015 JW0014	Escherichia coli (strain K12)	376	dnaJ
P31081	reviewed	CH60_BOVIN	60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (Mitochondrial matrix protein P1)	HSPD1 HSP60	Bos taurus (Bovine)	573	HSPD1
P38646	reviewed	GRP75_HUMAN	Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9) (Mortalin) (MOT) (Peptide-binding protein 74) (PBP74)	HSPA9 GRP75 HSPA9B mt-HSP70	Homo sapiens (Human)	679	HSPA9
Q27975	reviewed	HS71A_BOVIN	Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1) (HSP70.1)	HSPA1A HSP70-1	Bos taurus (Bovine)	641	HSPA1A
P0C0V0	reviewed	DEGP_ECOLI	Periplasmic serine endoprotease DegP (EC 3.4.21.107) (Heat shock protein DegP) (Protease Do)	degP htrA ptd b0161 JW0157	Escherichia coli (strain K12)	474	degP
Q18688	reviewed	HSP90_CAEEL	Heat shock protein 90 (Abnormal dauer formation protein 21)	daf-21 C47E8.5	Caenorhabditis elegans	702	daf-21
P11484	reviewed	SSB1_YEAST	Ribosome-associated molecular chaperone SSB1 (EC 3.6.4.10) (Cold-inducible protein YG101) (Heat shock protein SSB1) (Hsp70 chaperone Ssb)	SSB1 YG101 YDL229W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	613	SSB1
P31539	reviewed	HS104_YEAST	Heat shock protein 104 (Protein aggregation-remodeling factor HSP104)	HSP104 YLL026W L0948	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	908	HSP104
Q9STW6	reviewed	HSP7F_ARATH	Heat shock 70 kDa protein 6, chloroplastic (Chloroplast heat shock protein 70-1) (cpHsc70-1) (Heat shock protein 70-6) (AtHsp70-6)	HSP70-6 CPHSC70-1 At4g24280 T22A6.110	Arabidopsis thaliana (Mouse-ear cress)	718	HSP70-6
P02511	reviewed	CRYAB_HUMAN	Alpha-crystallin B chain (Alpha(B)-crystallin) (Heat shock protein beta-5) (HspB5) (Renal carcinoma antigen NY-REN-27) (Rosenthal fiber component)	CRYAB CRYA2 HSPB5	Homo sapiens (Human)	175	CRYAB
P63037	reviewed	DNJA1_MOUSE	DnaJ homolog subfamily A member 1 (DnaJ protein homolog 2) (Heat shock 40 kDa protein 4) (Heat shock protein J2) (HSJ-2)	Dnaja1 Dnaj2 Hsj2 Hspf4	Mus musculus (Mouse)	397	Dnaja1
P09446	reviewed	HSP1_CAEEL	Heat shock protein hsp-1 (Heat shock 70 kDa protein A)	hsp-1 hsp70a F26D10.3	Caenorhabditis elegans	640	hsp-1
D0VYS2	reviewed	HSF3_MOUSE	Heat shock factor protein 3 (HSF 3) (Heat shock transcription factor 3) (HSTF 3) (mHSF3)	Hsf3	Mus musculus (Mouse)	492	Hsf3
Q8INI8	reviewed	HSP72_DROME	Major heat shock 70 kDa protein Ba (Heat shock protein 70Ba) (HSP70-87C1)	Hsp70Ba CG31449	Drosophila melanogaster (Fruit fly)	641	Hsp70Ba
Q9BIS2	reviewed	HSP73_DROME	Major heat shock 70 kDa protein Bb (Heat shock protein 70Bb) (HSP70-87C1)	Hsp70Bb CG31359	Drosophila melanogaster (Fruit fly)	641	Hsp70Bb
O75190	reviewed	DNJB6_HUMAN	DnaJ homolog subfamily B member 6 (HHDJ1) (Heat shock protein J2) (HSJ-2) (MRJ) (MSJ-1)	DNAJB6 HSJ2 MRJ MSJ1	Homo sapiens (Human)	326	DNAJB6
Q9ULV5	reviewed	HSF4_HUMAN	Heat shock factor protein 4 (HSF 4) (hHSF4) (Heat shock transcription factor 4) (HSTF 4)	HSF4	Homo sapiens (Human)	492	HSF4
P19378	reviewed	HSP7C_CRIGR	Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8)	HSPA8 HSC70	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	646	HSPA8
Q9S7C0	reviewed	HSP7O_ARATH	Heat shock 70 kDa protein 14 (Heat shock protein 70-14) (AtHsp70-14) (Heat shock protein 91)	HSP70-14 HSP91 At1g79930 F18B13.1 F19K16.11	Arabidopsis thaliana (Mouse-ear cress)	831	HSP70-14
P29457	reviewed	SERPH_RAT	Serpin H1 (47 kDa heat shock protein) (Collagen-binding protein) (Colligin) (GP46)	Serpinh1 Cbp1 Hsp47	Rattus norvegicus (Rat)	417	Serpinh1
P02518	reviewed	HSP27_DROME	Heat shock protein 27	Hsp27 CG4466	Drosophila melanogaster (Fruit fly)	213	Hsp27
Q9LTX9	reviewed	HSP7G_ARATH	Heat shock 70 kDa protein 7, chloroplastic (Chloroplast heat shock protein 70-2) (cpHsc70-2) (Heat shock protein 70-7) (AtHsp70-7)	HSP70-7 CPHSC70-2 HSC70-7 At5g49910 K9P8.5	Arabidopsis thaliana (Mouse-ear cress)	718	HSP70-7
O65719	reviewed	HSP7C_ARATH	Heat shock 70 kDa protein 3 (AtHsp70-3) (Heat shock protein 70-3) (Heat shock cognate 70 kDa protein 3) (AtHsc70-3) (Heat shock cognate protein 70-3)	HSP70-3 HSC70-3 HSC70-G7 At3g09440 F11F8 F3L24.33	Arabidopsis thaliana (Mouse-ear cress)	649	HSP70-3
P63039	reviewed	CH60_RAT	60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (HSP-65) (Heat shock protein 60) (HSP-60) (Hsp60) (Mitochondrial matrix protein P1)	Hspd1 Hsp60	Rattus norvegicus (Rat)	573	Hspd1
P38532	reviewed	HSF1_MOUSE	Heat shock factor protein 1 (HSF 1) (Heat shock transcription factor 1) (HSTF 1)	Hsf1	Mus musculus (Mouse)	525	Hsf1
P20029	reviewed	BIP_MOUSE	Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)	Hspa5 Grp78	Mus musculus (Mouse)	655	Hspa5
O75031	reviewed	HSF2B_HUMAN	Heat shock factor 2-binding protein	HSF2BP MEILB2	Homo sapiens (Human)	334	HSF2BP
Q76LV1	reviewed	HS90B_BOVIN	Heat shock protein HSP 90-beta	HSP90AB1 HSPCB	Bos taurus (Bovine)	724	HSP90AB1
Q9LHA8	reviewed	HS704_ARATH	Heat shock 70 kDa protein 4 (Heat shock cognate 70 kDa protein 4) (Heat shock cognate protein 70-4) (AtHsc70-4) (Heat shock protein 70-4) (AtHsp70-4)	HSP70-4 HSC70-4 HSP70 MED37_2 MED37C At3g12580 T16H11.7 T2E22.11	Arabidopsis thaliana (Mouse-ear cress)	650	HSP70-4
Q3T149	reviewed	HSPB1_BOVIN	Heat shock protein beta-1 (HspB1) (Heat shock 27 kDa protein) (HSP 27)	HSPB1 HSP27	Bos taurus (Bovine)	201	HSPB1
P22954	reviewed	HS702_ARATH	Heat shock 70 kDa protein 2 (Heat shock cognate 70 kDa protein 2) (Heat shock cognate protein 70-2) (AtHsc70-2) (Heat shock protein 70-2) (AtHsp70-2)	HSP70-2 HSC70-2 HSC70-G8 MED37_3 MED37D At5g02490 T22P11.80	Arabidopsis thaliana (Mouse-ear cress)	653	HSP70-2
P17156	reviewed	HSP72_MOUSE	Heat shock-related 70 kDa protein 2 (Heat shock protein 70.2)	Hspa2 Hcp70.2 Hsp70-2	Mus musculus (Mouse)	633	Hspa2
Q02953	reviewed	HSF_SCHPO	Heat shock factor protein (HSF) (Heat shock transcription factor) (HSTF)	hsf1 hsf SPAC2E12.02	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	609	hsf1
P0A7B8	reviewed	HSLV_ECOLI	ATP-dependent protease subunit HslV (EC 3.4.25.2) (Heat shock protein HslV)	hslV htpO yiiC b3932 JW3903	Escherichia coli (strain K12)	176	hslV
P25686	reviewed	DNJB2_HUMAN	DnaJ homolog subfamily B member 2 (Heat shock 40 kDa protein 3) (Heat shock protein J1) (HSJ-1)	DNAJB2 HSJ1 HSPF3	Homo sapiens (Human)	324	DNAJB2
Q9R0L1	reviewed	HSF4_MOUSE	Heat shock factor protein 4 (HSF 4) (mHSF4) (Heat shock transcription factor 4) (HSTF 4)	Hsf4	Mus musculus (Mouse)	492	Hsf4
P06761	reviewed	BIP_RAT	Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein) (Steroidogenesis-activator polypeptide)	Hspa5 Grp78	Rattus norvegicus (Rat)	654	Hspa5
Q16082	reviewed	HSPB2_HUMAN	Heat shock protein beta-2 (HspB2) (DMPK-binding protein) (MKBP)	HSPB2	Homo sapiens (Human)	182	HSPB2
Q08DJ8	reviewed	HSF1_BOVIN	Heat shock factor protein 1 (HSF 1) (Heat shock transcription factor 1) (HSTF 1)	HSF1	Bos taurus (Bovine)	525	HSF1
O59855	reviewed	HSP72_SCHPO	Probable heat shock protein ssa2	ssa2 SPCC1739.13	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	647	ssa2
P02489	reviewed	CRYAA_HUMAN	Alpha-crystallin A chain (Heat shock protein beta-4) (HspB4) [Cleaved into: Alpha-crystallin A(1-172); Alpha-crystallin A(1-168); Alpha-crystallin A(1-162)]	CRYAA CRYA1 HSPB4	Homo sapiens (Human)	173	CRYAA
Q00649	reviewed	HSPB1_CHICK	Heat shock protein beta-1 (HspB1) (25 kDa IAP) (Actin polymerization inhibitor) (Heat shock 25 kDa protein) (HSP 25) (Heat shock 27 kDa protein) (HSP 27)	HSPB1	Gallus gallus (Chicken)	193	HSPB1
Q5EBG6	reviewed	HSPB6_MOUSE	Heat shock protein beta-6 (HspB6)	Hspb6 Gm479	Mus musculus (Mouse)	162	Hspb6
P22953	reviewed	HS701_ARATH	Heat shock 70 kDa protein 1 (Heat shock cognate 70 kDa protein 1) (Heat shock cognate protein 70-1) (AtHsc70-1) (Heat shock protein 70-1) (AtHsp70-1) (Protein EARLY-RESPONSIVE TO DEHYDRATION 2)	HSP70-1 ERD2 HSC70-1 MED37_4 MED37E At5g02500 T22P11.90	Arabidopsis thaliana (Mouse-ear cress)	651	HSP70-1
P14625	reviewed	ENPL_HUMAN	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1) (Tumor rejection antigen 1) (gp96 homolog)	HSP90B1 GRP94 TRA1	Homo sapiens (Human)	803	HSP90B1
P27323	reviewed	HS901_ARATH	Heat shock protein 90-1 (AtHSP90.1) (AtHsp90-1) (Heat shock protein 81-1) (Hsp81-1) (Heat shock protein 83)	HSP90-1 HSP81-1 HSP83 At5g52640 F6N7.13	Arabidopsis thaliana (Mouse-ear cress)	700	HSP90-1
P17879	reviewed	HS71B_MOUSE	Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 1) (HSP70.1)	Hspa1b Hcp70.1 Hsp70-1 Hsp70a1 Hspa1	Mus musculus (Mouse)	642	Hspa1b
P38647	reviewed	GRP75_MOUSE	Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9) (Mortalin) (Peptide-binding protein 74) (PBP74) (p66 MOT)	Hspa9 Grp75 Hsp74 Hspa9a	Mus musculus (Mouse)	679	Hspa9
