Entry	Reviewed	Entry name	Protein names	Gene names	Organism	Length	Gene names (primary)
P27692	reviewed	SPT5_YEAST	Transcription elongation factor SPT5 (Chromatin elongation factor SPT5)	SPT5 YML010W YM9571.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1063	SPT5
O00418	reviewed	EF2K_HUMAN	Eukaryotic elongation factor 2 kinase (eEF-2 kinase) (eEF-2K) (EC 2.7.11.20) (Calcium/calmodulin-dependent eukaryotic elongation factor 2 kinase)	EEF2K	Homo sapiens (Human)	725	EEF2K
P02992	reviewed	EFTU_YEAST	Elongation factor Tu, mitochondrial (tufM)	TUF1 TUFM YOR187W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	437	TUF1
P0A6N4	reviewed	EFP_ECOLI	Elongation factor P (EF-P)	efp b4147 JW4107	Escherichia coli (strain K12)	188	efp
P23615	reviewed	SPT6_YEAST	Transcription elongation factor SPT6 (Chromatin elongation factor SPT6)	SPT6 CRE2 SSN20 YGR116W G6169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1451	SPT6
P10711	reviewed	TCEA1_MOUSE	Transcription elongation factor A protein 1 (Transcription elongation factor S-II protein 1) (Transcription elongation factor TFIIS.o)	Tcea1 Tceat	Mus musculus (Mouse)	301	Tcea1
P29691	reviewed	EF2_CAEEL	Elongation factor 2 (EF-2) (EC 3.6.5.-)	eef-2 F25H5.4	Caenorhabditis elegans	852	eef-2
P57776	reviewed	EF1D_MOUSE	Elongation factor 1-delta (EF-1-delta)	Eef1d	Mus musculus (Mouse)	281	Eef1d
P32769	reviewed	HBS1_YEAST	Elongation factor 1 alpha-like protein (EC 3.6.5.-)	HBS1 YKR084C YKR404	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	611	HBS1
P0A6M8	reviewed	EFG_ECOLI	Elongation factor G (EF-G) (EC 3.6.5.-)	fusA far fus b3340 JW3302	Escherichia coli (strain K12)	704	fusA
O14776	reviewed	TCRG1_HUMAN	Transcription elongation regulator 1 (TATA box-binding protein-associated factor 2S) (Transcription factor CA150)	TCERG1 CA150 TAF2S	Homo sapiens (Human)	1098	TCERG1
P14081	reviewed	SELB_ECOLI	Selenocysteine-specific elongation factor (SelB translation factor)	selB fdhA b3590 JW3563	Escherichia coli (strain K12)	614	selB
Q969K4	reviewed	ABTB1_HUMAN	Ankyrin repeat and BTB/POZ domain-containing protein 1 (Elongation factor 1A-binding protein)	ABTB1 BPOZ PP2259	Homo sapiens (Human)	478	ABTB1
Q9SI75	reviewed	EFGC_ARATH	Elongation factor G, chloroplastic (cEF-G) (Elongation factor EF-G/SCO1) (Protein SNOWY COTYLEDON 1, chloroplastic) (AtSCO1)	CPEFG SCO1 At1g62750 F23N19.11	Arabidopsis thaliana (Mouse-ear cress)	783	CPEFG
P62631	reviewed	EF1A2_MOUSE	Elongation factor 1-alpha 2 (EF-1-alpha-2) (Eukaryotic elongation factor 1 A-2) (eEF1A-2) (Statin-S1)	Eef1a2 Eef1al Stn	Mus musculus (Mouse)	463	Eef1a2
Q9W420	reviewed	SPT6H_DROME	Transcription elongation factor SPT6	Spt6 CG12225	Drosophila melanogaster (Fruit fly)	1831	Spt6
P63272	reviewed	SPT4H_HUMAN	Transcription elongation factor SPT4 (hSPT4) (DRB sensitivity-inducing factor 14 kDa subunit) (DSIF p14) (DRB sensitivity-inducing factor small subunit) (DSIF small subunit)	SUPT4H1 SPT4H SUPT4H	Homo sapiens (Human)	117	SUPT4H1
P62632	reviewed	EF1A2_RAT	Elongation factor 1-alpha 2 (EF-1-alpha-2) (Eukaryotic elongation factor 1 A-2) (eEF1A-2) (Statin-S1)	Eef1a2 Eef1al Stn Stnl	Rattus norvegicus (Rat)	463	Eef1a2
Q9GRF8	reviewed	EF1B_DICDI	Elongation factor 1-beta (DdEF-1 beta)	efa1B eEF1beta DDB_G0284035	Dictyostelium discoideum (Social amoeba)	216	efa1B
A8MS85	reviewed	SPT61_ARATH	Transcription elongation factor SPT6 homolog (AtSPT6)	SPT6 GTB1 SPT6L At1g65440 T8F5.22	Arabidopsis thaliana (Mouse-ear cress)	1647	SPT6
P29547	reviewed	EF1G1_YEAST	Elongation factor 1-gamma 1 (EF-1-gamma 1) (Calcium and membrane-binding protein 1) (Calcium phospholipid-binding protein) (CPBP) (Eukaryotic elongation factor 1Bgamma 1) (eEF1Bgamma 1) (Translation elongation factor 1B gamma 1)	CAM1 TEF3 YPL048W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	415	CAM1
Q9QVN7	reviewed	TCEA2_MOUSE	Transcription elongation factor A protein 2 (Protein S-II-T1) (Testis-specific S-II) (Transcription elongation factor S-II protein 2) (Transcription elongation factor TFIIS.l)	Tcea2	Mus musculus (Mouse)	299	Tcea2
Q9ZVH8	reviewed	RDO2_ARATH	Transcription elongation factor TFIIS (Protein REDUCED DORMANCY 2)	TFIIS RDO2 At2g38560	Arabidopsis thaliana (Mouse-ear cress)	378	TFIIS
A2Q0Z0	reviewed	EF1A1_HORSE	Elongation factor 1-alpha 1 (EF-1-alpha-1) (EC 3.6.5.-) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1)	EEF1A1	Equus caballus (Horse)	462	EEF1A1
P55823	reviewed	EF2_RABIT	Elongation factor 2 (EF-2) (EC 3.6.5.-)	EEF2	Oryctolagus cuniculus (Rabbit)	857	EEF2
Q8IYF1	reviewed	ELOA2_HUMAN	Elongin-A2 (EloA2) (RNA polymerase II transcription factor SIII subunit A2) (Transcription elongation factor B polypeptide 3B)	ELOA2 TCEB3B TCEB3L	Homo sapiens (Human)	753	ELOA2
Q86NP2	reviewed	NELFA_DROME	Negative elongation factor A	Nelf-A CG5874	Drosophila melanogaster (Fruit fly)	1251	Nelf-A
P62629	reviewed	EF1A1_CRIGR	Elongation factor 1-alpha 1 (EF-1-alpha-1) (EC 3.6.5.-) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1)	EEF1A1 EEF1A	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	462	EEF1A1
Q5R1X2	reviewed	EF1A1_PANTR	Elongation factor 1-alpha 1 (EF-1-alpha-1) (EC 3.6.5.-) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1)	EEF1A1 EEF1A	Pan troglodytes (Chimpanzee)	462	EEF1A1
Q62383	reviewed	SPT6H_MOUSE	Transcription elongation factor SPT6	Supt6h Kiaa0162 Supt6	Mus musculus (Mouse)	1726	Supt6h
Q66RN5	reviewed	EF1A1_FELCA	Elongation factor 1-alpha 1 (EF-1-alpha-1) (EC 3.6.5.-) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1)	EEF1A1 EEF1A	Felis catus (Cat) (Felis silvestris catus)	462	EEF1A1
Q5R4R8	reviewed	EF1A1_PONAB	Elongation factor 1-alpha 1 (EF-1-alpha-1) (EC 3.6.5.-) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1)	EEF1A1 EEF1A	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	462	EEF1A1
Q15170	reviewed	TCAL1_HUMAN	Transcription elongation factor A protein-like 1 (TCEA-like protein 1) (Nuclear phosphoprotein p21/SIIR) (Transcription elongation factor S-II protein-like 1)	TCEAL1 SIIR	Homo sapiens (Human)	159	TCEAL1
P68105	reviewed	EF1A1_RABIT	Elongation factor 1-alpha 1 (EF-1-alpha-1) (EC 3.6.5.-) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1)	EEF1A1 EEF1A EF1A	Oryctolagus cuniculus (Rabbit)	462	EEF1A1
Q8WX92	reviewed	NELFB_HUMAN	Negative elongation factor B (NELF-B) (Cofactor of BRCA1)	NELFB COBRA1 KIAA1182	Homo sapiens (Human)	580	NELFB
O13936	reviewed	SPT5_SCHPO	Transcription elongation factor spt5 (Chromatin elongation factor spt5)	spt5 SPAC23C4.19	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	990	spt5
O43324	reviewed	MCA3_HUMAN	Eukaryotic translation elongation factor 1 epsilon-1 (Aminoacyl tRNA synthetase complex-interacting multifunctional protein 3) (Elongation factor p18) (Multisynthase complex auxiliary component p18)	EEF1E1 AIMP3 P18	Homo sapiens (Human)	174	EEF1E1
Q24134	reviewed	NELFD_DROME	Negative elongation factor D	TH1 NELF-D CG9984	Drosophila melanogaster (Fruit fly)	578	TH1
P09445	reviewed	EF2_CRIGR	Elongation factor 2 (EF-2) (EC 3.6.5.-)	EEF2 EF2	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	858	EEF2
P70531	reviewed	EF2K_RAT	Eukaryotic elongation factor 2 kinase (eEF-2 kinase) (eEF-2K) (EC 2.7.11.20) (Calcium/calmodulin-dependent eukaryotic elongation factor 2 kinase)	Eef2k	Rattus norvegicus (Rat)	724	Eef2k
Q9D1M4	reviewed	MCA3_MOUSE	Eukaryotic translation elongation factor 1 epsilon-1 (Elongation factor p18) (Multisynthase complex auxiliary component p18)	Eef1e1	Mus musculus (Mouse)	174	Eef1e1
Q80VR2	reviewed	ELL3_MOUSE	RNA polymerase II elongation factor ELL3	Ell3	Mus musculus (Mouse)	395	Ell3
P18615	reviewed	NELFE_HUMAN	Negative elongation factor E (NELF-E) (RNA-binding protein RD)	NELFE RD RDBP	Homo sapiens (Human)	380	NELFE
O00267	reviewed	SPT5H_HUMAN	Transcription elongation factor SPT5 (hSPT5) (DRB sensitivity-inducing factor 160 kDa subunit) (DSIF p160) (DRB sensitivity-inducing factor large subunit) (DSIF large subunit) (Tat-cotransactivator 1 protein) (Tat-CT1 protein)	SUPT5H SPT5 SPT5H	Homo sapiens (Human)	1087	SUPT5H
P92204	reviewed	NELFE_DROME	Negative elongation factor E	Nelf-E anon-66Da CG5994	Drosophila melanogaster (Fruit fly)	280	Nelf-E
O08796	reviewed	EF2K_MOUSE	Eukaryotic elongation factor 2 kinase (eEF-2 kinase) (eEF-2K) (EC 2.7.11.20) (Calcium/calmodulin-dependent eukaryotic elongation factor 2 kinase)	Eef2k	Mus musculus (Mouse)	724	Eef2k
P55199	reviewed	ELL_HUMAN	RNA polymerase II elongation factor ELL (Eleven-nineteen lysine-rich leukemia protein)	ELL C19orf17	Homo sapiens (Human)	621	ELL
O94489	reviewed	EF3_SCHPO	Elongation factor 3 (EF-3) (EC 3.6.4.-)	tef3 ef3 SPCC417.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1047	tef3
Q0WL56	reviewed	EF1A3_ARATH	Elongation factor 1-alpha 3 (EF-1-alpha 3) (eEF-1A3)	A3 At1g07920 T6D22.2	Arabidopsis thaliana (Mouse-ear cress)	449	A3
O55201	reviewed	SPT5H_MOUSE	Transcription elongation factor SPT5 (DRB sensitivity-inducing factor large subunit) (DSIF large subunit)	Supt5h Supt5	Mus musculus (Mouse)	1082	Supt5h
Q8IXH7	reviewed	NELFD_HUMAN	Negative elongation factor C/D (NELF-C/D) (TH1-like protein)	NELFCD NELFD TH1 TH1L HSPC130	Homo sapiens (Human)	590	NELFCD
O01991	reviewed	EF2K_CAEEL	Eukaryotic elongation factor 2 kinase (eEF-2 kinase) (eEF-2K) (EC 2.7.11.20) (Calcium/calmodulin-dependent eukaryotic elongation factor 2 kinase)	efk-1 F42A10.4	Caenorhabditis elegans	768	efk-1
Q8GTY0	reviewed	EF1A4_ARATH	Elongation factor 1-alpha 4 (EF-1-alpha 4) (eEF-1A4)	A4 EF1A At5g60390 MUF9.4	Arabidopsis thaliana (Mouse-ear cress)	449	A4
Q15370	reviewed	ELOB_HUMAN	Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)	ELOB TCEB2	Homo sapiens (Human)	118	ELOB
Q15369	reviewed	ELOC_HUMAN	Elongin-C (EloC) (Elongin 15 kDa subunit) (RNA polymerase II transcription factor SIII subunit C) (SIII p15) (Transcription elongation factor B polypeptide 1)	ELOC TCEB1	Homo sapiens (Human)	112	ELOC
Q8UVK2	reviewed	SPT6H_DANRE	Transcription elongation factor SPT6 (Protein pandora)	supt6h pan spt6	Danio rerio (Zebrafish) (Brachydanio rerio)	1726	supt6h
Q5ALX3	reviewed	SPT5_CANAL	Transcription elongation factor SPT5 (Chromatin elongation factor SPT5)	SPT5 CAALFM_C201480WA CaO19.1453 CaO19.9028	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	956	SPT5
Q14241	reviewed	ELOA1_HUMAN	Elongin-A (EloA) (Elongin 110 kDa subunit) (RNA polymerase II transcription factor SIII subunit A1) (SIII p110) (Transcription elongation factor B polypeptide 3)	ELOA TCEB3 MSTP059	Homo sapiens (Human)	772	ELOA
Q3MNT0	reviewed	SPT6_CANAL	Transcription elongation factor SPT6 (Chromatin elongation factor SPT6)	SPT6 CAALFM_C704300WA CaJ7.0509 CaO19.7136	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	1401	SPT6
Q71V39	reviewed	EF1A2_RABIT	Elongation factor 1-alpha 2 (EF-1-alpha-2) (Eukaryotic elongation factor 1 A-2) (eEF1A-2) (Statin-S1)	EEF1A2	Oryctolagus cuniculus (Rabbit)	463	EEF1A2
Q9V460	reviewed	SPT5H_DROME	Transcription elongation factor SPT5 (DRB sensitivity-inducing factor large subunit) (DSIF large subunit) (dSpt5)	Spt5 CG7626	Drosophila melanogaster (Fruit fly)	1078	Spt5
Q9TVQ5	reviewed	SPT4H_DROME	Transcription elongation factor SPT4 (DRB sensitivity-inducing factor small subunit) (DSIF small subunit) (dSpt4)	spt4 CG12372	Drosophila melanogaster (Fruit fly)	116	spt4
Q5SHN6	reviewed	EFTU1_THET8	Elongation factor Tu-A (EF-Tu-A)	tufA tuf TTHA1694	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	406	tufA
O74774	reviewed	HBS1_SCHPO	Elongation factor 1 alpha-like protein (EC 3.6.5.-)	hbs1 SPBC25B2.01 SPBC2G5.08	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	592	hbs1
P46943	reviewed	GUF1_YEAST	Translation factor GUF1, mitochondrial (EC 3.6.5.-) (Elongation factor 4 homolog) (EF-4) (GTPase GUF1) (Ribosomal back-translocase)	GUF1 YLR289W L8003.7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	645	GUF1
P0A6P1	reviewed	EFTS_ECOLI	Elongation factor Ts (EF-Ts) (Bacteriophage Q beta RNA-directed RNA polymerase subunit IV)	tsf b0170 JW0165	Escherichia coli (strain K12)	283	tsf
Q9H3P2	reviewed	NELFA_HUMAN	Negative elongation factor A (NELF-A) (Wolf-Hirschhorn syndrome candidate 2 protein)	NELFA WHSC2 P/OKcl.15	Homo sapiens (Human)	528	NELFA
Q9ASR1	reviewed	EF2_ARATH	Elongation factor 2 (EF-2) (EC 3.6.5.-) (Protein LOW EXPRESSION OF OSMOTICALLY RESPONSIVE GENES 1)	LOS1 At1g56070/At1g56075 T6H22.13	Arabidopsis thaliana (Mouse-ear cress)	843	LOS1
P25997	reviewed	EF3_CANAL	Elongation factor 3 (EF-3) (EC 3.6.4.-)	CEF3 TEF3 CAALFM_C501580CA CaO19.11629 CaO19.4152	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	1050	CEF3
Q9VW51	reviewed	ELL_DROME	RNA polymerase II elongation factor Ell (dELL)	Ell Su(Tpl) CG32217	Drosophila melanogaster (Fruit fly)	1059	Ell
P60785	reviewed	LEPA_ECOLI	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	lepA b2569 JW2553	Escherichia coli (strain K12)	599	lepA
P0CT32	reviewed	EF1A2_DICDI	Elongation factor 1-alpha (EF-1-alpha) (50 kDa actin-binding protein) (ABP-50)	eef1a2 efaa2 efaAII DDB_G0269136	Dictyostelium discoideum (Social amoeba)	453	eef1a2
Q9DDT5	reviewed	SPT5H_DANRE	Transcription elongation factor SPT5 (DRB sensitivity-inducing factor large subunit) (DSIF large subunit) (Protein foggy)	supt5h fog spt5	Danio rerio (Zebrafish) (Brachydanio rerio)	1084	supt5h
P0CT31	reviewed	EF1A1_DICDI	Elongation factor 1-alpha (EF-1-alpha) (EC 3.6.5.-) (50 kDa actin-binding protein) (ABP-50)	eef1a1 efaa1 efaAI DDB_G0269134	Dictyostelium discoideum (Social amoeba)	453	eef1a1
P62870	reviewed	ELOB_RAT	Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)	Elob Tceb2	Rattus norvegicus (Rat)	118	Elob
Q8N8B7	reviewed	TEANC_HUMAN	Transcription elongation factor A N-terminal and central domain-containing protein (TFIIS central domain-containing protein 1)	TCEANC	Homo sapiens (Human)	351	TCEANC
Q7KZ85	reviewed	SPT6H_HUMAN	Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein)	SUPT6H KIAA0162 SPT6H	Homo sapiens (Human)	1726	SUPT6H
F4K410	reviewed	SVR3_ARATH	Putative elongation factor TypA-like SVR3, chloroplastic (Protein HAPPY ON NORFLURAZON 23) (Protein SUPPRESSOR OF VARIEGATION 3)	SVR3 At5g13650 MSH12.11	Arabidopsis thaliana (Mouse-ear cress)	675	SVR3
P17745	reviewed	EFTU_ARATH	Elongation factor Tu, chloroplastic (EF-Tu) (Ras-related protein RABE1b) (AtRABE1b) (Ras-related protein Rab8D) (AtRab8D)	TUFA RAB8D RABE1B At4g20360 F9F13.10	Arabidopsis thaliana (Mouse-ear cress)	476	TUFA
P0CE48	reviewed	EFTU2_ECOLI	Elongation factor Tu 2 (EF-Tu 2) (Bacteriophage Q beta RNA-directed RNA polymerase subunit III) (P-43)	tufB b3980 JW3943	Escherichia coli (strain K12)	394	tufB
P0CE47	reviewed	EFTU1_ECOLI	Elongation factor Tu 1 (EF-Tu 1) (Bacteriophage Q beta RNA-directed RNA polymerase subunit III) (P-43)	tufA b3339 JW3301	Escherichia coli (strain K12)	394	tufA
Q6NKN9	reviewed	BH074_ARATH	Transcription factor bHLH74 (Basic helix-loop-helix protein 74) (AtbHLH74) (bHLH 74) (Protein ACTIVATOR FOR CELL ELONGATION 2) (Transcription factor EN 90) (bHLH transcription factor bHLH074)	BHLH74 ACE2 CIB4 EN90 At1g10120 T27I1.15	Arabidopsis thaliana (Mouse-ear cress)	366	BHLH74
O08856	reviewed	ELL_MOUSE	RNA polymerase II elongation factor ELL (Eleven-nineteen lysine-rich leukemia protein)	Ell	Mus musculus (Mouse)	602	Ell
Q8C4Y3	reviewed	NELFB_MOUSE	Negative elongation factor B (NELF-B) (Cofactor of BRCA1)	Nelfb Cobra1 MNCb-5210	Mus musculus (Mouse)	580	Nelfb
P63208	reviewed	SKP1_HUMAN	S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (p19A) (Organ of Corti protein 2) (OCP-2) (Organ of Corti protein II) (OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1)	SKP1 EMC19 OCP2 SKP1A TCEB1L	Homo sapiens (Human)	163	SKP1
Q8CGF7	reviewed	TCRG1_MOUSE	Transcription elongation regulator 1 (Formin-binding protein 28) (FBP 28) (TATA box-binding protein-associated factor 2S) (Transcription factor CA150) (p144)	Tcerg1 Taf2s	Mus musculus (Mouse)	1100	Tcerg1
P53893	reviewed	RIA1_YEAST	Ribosome assembly protein 1 (EC 3.6.5.-) (EF-2-like GTPase) (Elongation factor-like 1)	RIA1 EFL1 YNL163C N1718	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1110	RIA1
P19426	reviewed	NELFE_MOUSE	Negative elongation factor E (NELF-E) (RNA-binding protein RD)	Nelfe D17h6s45 Rd Rdbp	Mus musculus (Mouse)	375	Nelfe
Q8N1G1	reviewed	REXO1_HUMAN	RNA exonuclease 1 homolog (EC 3.1.-.-) (Elongin-A-binding protein 1) (EloA-BP1) (Transcription elongation factor B polypeptide 3-binding protein 1)	REXO1 ELOABP1 KIAA1138 TCEB3BP1	Homo sapiens (Human)	1221	REXO1
