Entry	Reviewed	Entry name	Protein names	Gene names	Organism	Length	Gene names (primary)
O75347	reviewed	TBCA_HUMAN	Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A) (CFA)	TBCA	Homo sapiens (Human)	108	TBCA
Q99933	reviewed	BAG1_HUMAN	BAG family molecular chaperone regulator 1 (BAG-1) (Bcl-2-associated athanogene 1)	BAG1 HAP	Homo sapiens (Human)	345	BAG1
Q96M98	reviewed	PACRG_HUMAN	Parkin coregulated gene protein (Molecular chaperone/chaperonin-binding protein) (PARK2 coregulated gene protein)	PACRG GLUP	Homo sapiens (Human)	296	PACRG
Q96EU7	reviewed	C1GLC_HUMAN	C1GALT1-specific chaperone 1 (C38H2-like protein 1) (C38H2-L1) (Core 1 beta1,3-galactosyltransferase 2) (C1Gal-T2) (C1GalT2) (Core 1 beta3-Gal-T2) (Core 1 beta3-galactosyltransferase-specific molecular chaperone)	C1GALT1C1 COSMC HSPC067 MSTP143 UNQ273/PRO310	Homo sapiens (Human)	318	C1GALT1C1
Q9BTW9	reviewed	TBCD_HUMAN	Tubulin-specific chaperone D (Beta-tubulin cofactor D) (tfcD) (SSD-1) (Tubulin-folding cofactor D)	TBCD KIAA0988 SSD1 TFCD PP1096	Homo sapiens (Human)	1192	TBCD
Q9NPJ1	reviewed	MKKS_HUMAN	Molecular chaperone MKKS (Bardet-Biedl syndrome 6 protein) (McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin)	MKKS BBS6	Homo sapiens (Human)	570	MKKS
Q99426	reviewed	TBCB_HUMAN	Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B)	TBCB CG22 CKAP1	Homo sapiens (Human)	244	TBCB
O95429	reviewed	BAG4_HUMAN	BAG family molecular chaperone regulator 4 (BAG-4) (Bcl-2-associated athanogene 4) (Silencer of death domains)	BAG4 SODD	Homo sapiens (Human)	457	BAG4
Q7KZ85	reviewed	SPT6H_HUMAN	Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein)	SUPT6H KIAA0162 SPT6H	Homo sapiens (Human)	1726	SUPT6H
Q9Y294	reviewed	ASF1A_HUMAN	Histone chaperone ASF1A (Anti-silencing function protein 1 homolog A) (hAsf1) (hAsf1a) (CCG1-interacting factor A) (CIA) (hCIA)	ASF1A CGI-98 HSPC146	Homo sapiens (Human)	204	ASF1A
P0ADY1	reviewed	PPID_ECOLI	Periplasmic chaperone PpiD (Periplasmic folding chaperone)	ppiD ybaU b0441 JW0431	Escherichia coli (strain K12)	623	ppiD
O95456	reviewed	PSMG1_HUMAN	Proteasome assembly chaperone 1 (PAC-1) (Chromosome 21 leucine-rich protein) (C21-LRP) (Down syndrome critical region protein 2)	PSMG1 C21LRP DSCR2 PAC1	Homo sapiens (Human)	288	PSMG1
Q15185	reviewed	TEBP_HUMAN	Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Telomerase-binding protein p23)	PTGES3 P23 TEBP	Homo sapiens (Human)	160	PTGES3
Q969U7	reviewed	PSMG2_HUMAN	Proteasome assembly chaperone 2 (PAC-2) (Hepatocellular carcinoma-susceptibility protein 3) (Tumor necrosis factor superfamily member 5-induced protein 1)	PSMG2 HCCA3 PAC2 TNFSF5IP1	Homo sapiens (Human)	264	PSMG2
Q9NVP2	reviewed	ASF1B_HUMAN	Histone chaperone ASF1B (Anti-silencing function protein 1 homolog B) (hAsf1) (hAsf1b) (CCG1-interacting factor A-II) (CIA-II) (hCIA-II)	ASF1B	Homo sapiens (Human)	202	ASF1B
P48723	reviewed	HSP13_HUMAN	Heat shock 70 kDa protein 13 (Microsomal stress-70 protein ATPase core) (Stress-70 protein chaperone microsome-associated 60 kDa protein)	HSPA13 STCH	Homo sapiens (Human)	471	HSPA13
O95817	reviewed	BAG3_HUMAN	BAG family molecular chaperone regulator 3 (BAG-3) (Bcl-2-associated athanogene 3) (Bcl-2-binding protein Bis) (Docking protein CAIR-1)	BAG3 BIS	Homo sapiens (Human)	575	BAG3
P46379	reviewed	BAG6_HUMAN	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	BAG6 BAT3 G3	Homo sapiens (Human)	1132	BAG6
P38228	reviewed	TCM62_YEAST	Mitochondrial chaperone TCM62	TCM62 YBR044C YBR0414	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	572	TCM62
Q9WU84	reviewed	CCS_MOUSE	Copper chaperone for superoxide dismutase (Superoxide dismutase copper chaperone)	Ccs Ccsd	Mus musculus (Mouse)	274	Ccs
P45577	reviewed	PROQ_ECOLI	RNA chaperone ProQ	proQ yebJ yobE yoeC b1831 JW5300	Escherichia coli (strain K12)	232	proQ
Q8T9B6	reviewed	MESD_DROME	LDLR chaperone boca	boca CG30498	Drosophila melanogaster (Fruit fly)	180	boca
Q9NVA1	reviewed	UQCC1_HUMAN	Ubiquinol-cytochrome c reductase complex assembly factor 1 (Basic FGF-repressed Zic-binding protein) (bFGF-repressed Zic-binding protein) (bFZb) (Ubiquinol-cytochrome c reductase complex chaperone CBP3 homolog)	UQCC1 BZFB C20orf44 UQCC	Homo sapiens (Human)	299	UQCC1
P32839	reviewed	BCS1_YEAST	Mitochondrial chaperone BCS1	BCS1 YDR375C D9481.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	456	BCS1
P0DO02	reviewed	DJA7B_ORYSJ	Chaperone protein dnaJ A7B, chloroplastic (Chaperone protein dnaJ A7) (OsDjA7)	DJA7B DJA7 Os05g0334000 LOC_Os05g26926 OJ1005_D04.17 OSJNBa0049D13.3	Oryza sativa subsp. japonica (Rice)	447	DJA7B
P0DO01	reviewed	DJA7A_ORYSJ	Chaperone protein dnaJ A7A, chloroplastic (Chaperone protein dnaJ A7) (OsDjA7)	DJA7A DJA7 Os05g0333500 LOC_Os05g26902 OJ1005_D04.16 OsJ_18101 OSJNBa0049D13.2	Oryza sativa subsp. japonica (Rice)	447	DJA7A
Q8L7U4	reviewed	P23A_ARATH	Co-chaperone protein p23-1 (Atp23-1) (p23 co-chaperone)	P23-1 P23 At4g02450 T14P8.5	Arabidopsis thaliana (Mouse-ear cress)	241	P23-1
P28707	reviewed	SBA1_YEAST	Co-chaperone protein SBA1	SBA1 YKL117W YKL518	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	216	SBA1
P53303	reviewed	ZPR1_YEAST	Zinc finger chaperone ZPR1	ZPR1 YGR211W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	486	ZPR1
Q03771	reviewed	ACL4_YEAST	Assembly chaperone of RPL4	ACL4 YDR161W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	387	ACL4
Q61081	reviewed	CDC37_MOUSE	Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37) [Cleaved into: Hsp90 co-chaperone Cdc37, N-terminally processed]	Cdc37	Mus musculus (Mouse)	379	Cdc37
Q63692	reviewed	CDC37_RAT	Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37) [Cleaved into: Hsp90 co-chaperone Cdc37, N-terminally processed]	Cdc37	Rattus norvegicus (Rat)	379	Cdc37
P0A6Z1	reviewed	HSCA_ECOLI	Chaperone protein HscA (Hsc66)	hscA hsc b2526 JW2510	Escherichia coli (strain K12)	616	hscA
P38843	reviewed	CHS7_YEAST	Chitin synthase export chaperone	CHS7 YHR142W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	316	CHS7
P53193	reviewed	JAC1_YEAST	J-type co-chaperone JAC1, mitochondrial (J-type accessory chaperone 1)	JAC1 SEO2 YGL018C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	184	JAC1
P0AAM3	reviewed	HYPC_ECOLI	Hydrogenase maturation factor HypC (Chaperone-type protein HypC) (Hydrogenase accessory chaperone HypC)	hypC b2728 JW2698	Escherichia coli (strain K12)	90	hypC
P40150	reviewed	SSB2_YEAST	Ribosome-associated molecular chaperone SSB2 (EC 3.6.4.10) (Heat shock protein SSB2) (Hsp70 chaperone Ssb)	SSB2 YG103 YNL209W N1333	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	613	SSB2
P11021	reviewed	BIP_HUMAN	Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)	HSPA5 GRP78	Homo sapiens (Human)	654	HSPA5
Q9LD47	reviewed	CCS_ARATH	Copper chaperone for superoxide dismutase, chloroplastic/cytosolic (AtCCS) (Superoxide dismutase copper chaperone)	CCS At1g12520 F5O11.26 T12C24.6	Arabidopsis thaliana (Mouse-ear cress)	320	CCS
P56394	reviewed	COX17_MOUSE	Cytochrome c oxidase copper chaperone	Cox17 Cox17a	Mus musculus (Mouse)	63	Cox17
Q0JB88	reviewed	DJA6_ORYSJ	Chaperone protein dnaJ A6 (OsDjA6)	DJA6 RNB8 Os04g0549600 LOC_Os04g46390 OsJ_15688 OSJNBb0034G17.1	Oryza sativa subsp. japonica (Rice)	416	DJA6
Q8GWW8	reviewed	GFA2_ARATH	Chaperone protein dnaJ GFA2, mitochondrial (Chaperone protein dnaJ A30) (AtDjA30) (Gametophytic factor 2)	GFA2 At5g48030 MDN11.11	Arabidopsis thaliana (Mouse-ear cress)	456	GFA2
Q12287	reviewed	COX17_YEAST	Cytochrome c oxidase copper chaperone	COX17 YLL009C L1343	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	69	COX17
Q9ERE7	reviewed	MESD_MOUSE	LRP chaperone MESD (LDLR chaperone MESD) (Mesoderm development candidate 2) (Mesoderm development protein)	Mesd Mesdc2	Mus musculus (Mouse)	224	Mesd
P40202	reviewed	CCS1_YEAST	Superoxide dismutase 1 copper chaperone	CCS1 LYS7 YMR038C YM9532.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	249	CCS1
P42825	reviewed	DNAJ2_ARATH	Chaperone protein dnaJ 2 (AtDjA2)	ATJ2 A2 ATJ At5g22060 T6G21.11 T6G21_170	Arabidopsis thaliana (Mouse-ear cress)	419	ATJ2
Q9UBS4	reviewed	DJB11_HUMAN	DnaJ homolog subfamily B member 11 (APOBEC1-binding protein 2) (ABBP-2) (DnaJ protein homolog 9) (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3) (ER-resident protein ERdj3) (ERdj3) (ERj3p) (HEDJ) (Human DnaJ protein 9) (hDj-9) (PWP1-interacting protein 4)	DNAJB11 EDJ ERJ3 HDJ9 PSEC0121 UNQ537/PRO1080	Homo sapiens (Human)	358	DNAJB11
P06101	reviewed	CDC37_YEAST	Hsp90 co-chaperone Cdc37 (Cell division control protein 37) (Hsp90 chaperone protein kinase-targeting subunit)	CDC37 SMO1 YDR168W YD9489.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	506	CDC37
P77754	reviewed	SPY_ECOLI	Periplasmic chaperone Spy (Spheroplast protein Y)	spy b1743 JW1732	Escherichia coli (strain K12)	161	spy
Q94AW8	reviewed	DNAJ3_ARATH	Chaperone protein dnaJ 3 (AtDjA3) (AtJ3)	ATJ3 A3 J3 At3g44110 F26G5.60	Arabidopsis thaliana (Mouse-ear cress)	420	ATJ3
Q24276	reviewed	CDC37_DROME	Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (Protein enhancer of sevenless 3B)	Cdc37 E(sev)3B CG12019	Drosophila melanogaster (Fruit fly)	389	Cdc37
P0AG86	reviewed	SECB_ECOLI	Protein-export protein SecB (Chaperone SecB)	secB b3609 JW3584	Escherichia coli (strain K12)	155	secB
Q8K3A0	reviewed	HSC20_MOUSE	Iron-sulfur cluster co-chaperone protein HscB [Cleaved into: Iron-sulfur cluster co-chaperone protein HscB, mitochondrial (C-HSC20); Iron-sulfur cluster co-chaperone protein HscB, cytoplasmic]	Hscb Hsc20	Mus musculus (Mouse)	234	Hscb
P11484	reviewed	SSB1_YEAST	Ribosome-associated molecular chaperone SSB1 (EC 3.6.4.10) (Cold-inducible protein YG101) (Heat shock protein SSB1) (Hsp70 chaperone Ssb)	SSB1 YG101 YDL229W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	613	SSB1
P0AES9	reviewed	HDEA_ECOLI	Acid stress chaperone HdeA (10K-S protein)	hdeA yhhC yhiB b3510 JW3478	Escherichia coli (strain K12)	110	hdeA
P0AET2	reviewed	HDEB_ECOLI	Acid stress chaperone HdeB (10K-L protein)	hdeB yhhD yhiC b3509 JW5669	Escherichia coli (strain K12)	108	hdeB
P24203	reviewed	YJIA_ECOLI	Zinc chaperone YjiA (EC 3.6.5.-) (GTP-binding protein YjiA)	yjiA b4352 JW5790	Escherichia coli (strain K12)	318	yjiA
P76576	reviewed	YFGM_ECOLI	Ancillary SecYEG translocon subunit (Periplasmic chaperone YfgM)	yfgM b2513 JW2497	Escherichia coli (strain K12)	206	yfgM
Q6ID70	reviewed	P23B_ARATH	Co-chaperone protein p23-2 (Atp23-2)	P23-2 At3g03773 F20H23.30	Arabidopsis thaliana (Mouse-ear cress)	150	P23-2
P32589	reviewed	HSP7F_YEAST	Heat shock protein homolog SSE1 (Chaperone protein MSI3)	SSE1 MSI3 YPL106C LPG3C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	693	SSE1
Q8CIV8	reviewed	TBCE_MOUSE	Tubulin-specific chaperone E (Tubulin-folding cofactor E)	Tbce	Mus musculus (Mouse)	524	Tbce
P08622	reviewed	DNAJ_ECOLI	Chaperone protein DnaJ (HSP40) (Heat shock protein J)	dnaJ groP b0015 JW0014	Escherichia coli (strain K12)	376	dnaJ
P63284	reviewed	CLPB_ECOLI	Chaperone protein ClpB (Heat shock protein F84.1)	clpB htpM b2592 JW2573	Escherichia coli (strain K12)	857	clpB
P40548	reviewed	SNL1_YEAST	HSP70 co-chaperone SNL1 (Suppressor of NUP116-C lethal)	SNL1 YIL016W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	159	SNL1
P32447	reviewed	ASF1_YEAST	Histone chaperone ASF1 (Anti-silencing function protein 1) (yASF1)	ASF1 CIA1 YJL115W J0755	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	279	ASF1
P40161	reviewed	RT106_YEAST	Histone chaperone RTT106 (Regulator of Ty1 transposition protein 106)	RTT106 YNL206C N1346	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	455	RTT106
Q5RGU1	reviewed	COQ8A_DANRE	Atypical kinase COQ8A, mitochondrial (EC 2.7.-.-) (Chaperone activity of bc1 complex-like) (Chaperone-ABC1-like) (Coenzyme Q protein 8A) (aarF domain-containing protein kinase 3)	coq8a adck3 cabc1 zgc:92578	Danio rerio (Zebrafish) (Brachydanio rerio)	619	coq8a
Q12449	reviewed	AHA1_YEAST	Hsp90 co-chaperone AHA1 (Activator of Hsp90 ATPase protein 1)	AHA1 YDR214W YD8142.16 YD8142B.06	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	350	AHA1
Q60936	reviewed	COQ8A_MOUSE	Atypical kinase COQ8A, mitochondrial (EC 2.7.-.-) (Chaperone activity of bc1 complex-like) (Chaperone-ABC1-like) (Coenzyme Q protein 8A) (aarF domain-containing protein kinase 3)	Coq8a Adck3 Cabc1	Mus musculus (Mouse)	645	Coq8a
P38636	reviewed	ATX1_YEAST	Copper chaperone ATX1 (Antioxidant protein 1) (Metal homeostasis protein ATX1)	ATX1 YNL259C N0840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	73	ATX1
Q46948	reviewed	YAJL_ECOLI	Protein/nucleic acid deglycase 3 (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124) (Chaperone protein YajL) (Maillard deglycase)	yajL thiJ b0424 JW5057	Escherichia coli (strain K12)	196	yajL
Q9CQE6	reviewed	ASF1A_MOUSE	Histone chaperone ASF1A (Anti-silencing function protein 1 homolog A)	Asf1a	Mus musculus (Mouse)	204	Asf1a
P0AG80	reviewed	UGPB_ECOLI	sn-glycerol-3-phosphate-binding periplasmic protein UgpB (Bile-responsive chaperone)	ugpB b3453 JW3418	Escherichia coli (strain K12)	438	ugpB
P38323	reviewed	CLPX_YEAST	ATP-dependent clpX-like chaperone, mitochondrial (mtClpX) (ATP-dependent unfoldase ClpX)	MCX1 YBR227C YBR1524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	520	MCX1
Q9LVA0	reviewed	BAG7_ARATH	BAG family molecular chaperone regulator 7 (Bcl-2-associated athanogene 7)	BAG7 At5g62390 MMI9.22	Arabidopsis thaliana (Mouse-ear cress)	446	BAG7
P20163	reviewed	BIBH_CAEEL	Endoplasmic reticulum chaperone BiP homolog (Heat shock 70 kDa protein D) (EC 3.6.4.10)	hsp-4 hsp70d F43E2.8	Caenorhabditis elegans	657	hsp-4
Q8RX71	reviewed	BAG4_ARATH	BAG family molecular chaperone regulator 4 (Bcl-2-associated athanogene 4)	BAG4 At3g51780 ATEM1.3	Arabidopsis thaliana (Mouse-ear cress)	269	BAG4
Q28205	reviewed	TBCD_BOVIN	Tubulin-specific chaperone D (Beta-tubulin cofactor D) (Tubulin-folding cofactor D)	TBCD	Bos taurus (Bovine)	1199	TBCD
Q9D328	reviewed	NACHO_MOUSE	Novel acetylcholine receptor chaperone (Peroxisomal membrane protein 52) (PMP52) (Transmembrane protein 35A)	Tmem35a Nacho Tmem35	Mus musculus (Mouse)	167	Tmem35a
P40358	reviewed	JEM1_YEAST	DnaJ-like chaperone JEM1 (DnaJ-like protein of the ER membrane 1)	JEM1 KAR8 YJL073W HRC558 J1083	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	645	JEM1
P0A6Y8	reviewed	DNAK_ECOLI	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK groP grpF seg b0014 JW0013	Escherichia coli (strain K12)	638	dnaK
P31658	reviewed	HCHA_ECOLI	Protein/nucleic acid deglycase 1 (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124) (Glyoxalase III) (EC 4.2.1.130) (Holding molecular chaperone) (Hsp31) (Maillard deglycase)	hchA yedU yzzC b1967 JW1950	Escherichia coli (strain K12)	283	hchA
Q91YN9	reviewed	BAG2_MOUSE	BAG family molecular chaperone regulator 2 (BAG-2) (Bcl-2-associated athanogene 2)	Bag2	Mus musculus (Mouse)	210	Bag2
Q9JI70	reviewed	MKKS_MOUSE	Molecular chaperone MKKS (McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin) (Protein Bbs6 homolog)	Mkks Bbs6	Mus musculus (Mouse)	570	Mkks
B0K019	reviewed	BAG1_RAT	BAG family molecular chaperone regulator 1 (BAG-1) (Bcl-2-associated athanogene 1)	Bag1	Rattus norvegicus (Rat)	358	Bag1
Q8CI32	reviewed	BAG5_MOUSE	BAG family molecular chaperone regulator 5 (BAG-5) (Bcl-2-associated athanogene 5)	Bag5	Mus musculus (Mouse)	447	Bag5
P53904	reviewed	TBCB_YEAST	Tubulin-specific chaperone B (Alpha-tubulin formation protein 1) (Tubulin-folding cofactor B)	ALF1 YNL148C N1201 N1777	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	254	ALF1
Q5QJC9	reviewed	BAG5_RAT	BAG family molecular chaperone regulator 5 (BAG-5) (Bcl-2-associated athanogene 5)	Bag5	Rattus norvegicus (Rat)	447	Bag5
Q60739	reviewed	BAG1_MOUSE	BAG family molecular chaperone regulator 1 (BAG-1) (Bcl-2-associated athanogene 1)	Bag1	Mus musculus (Mouse)	355	Bag1
Q8VYP0	reviewed	SCO11_ARATH	Protein SCO1 homolog 1, mitochondrial (Homolog of the copper chaperone SCO1 member 1) (HCC1)	HCC1 SCO1-1 At3g08950 T16O11.9	Arabidopsis thaliana (Mouse-ear cress)	334	HCC1
P69490	reviewed	CCME_ECOLI	Cytochrome c-type biogenesis protein CcmE (Cytochrome c maturation protein E) (Heme chaperone CcmE)	ccmE yejS b2197 JW2185	Escherichia coli (strain K12)	159	ccmE
P33313	reviewed	CNS1_YEAST	Hsp70/Hsp90 co-chaperone CNS1 (Cyclophilin seven suppressor 1) (STI1 stress-inducible protein homolog)	CNS1 YBR155W YBR1205	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	385	CNS1
P69853	reviewed	DMSD_ECOLI	Tat proofreading chaperone DmsD (DMSO reductase maturation protein) (Twin-arginine leader-binding protein DmsD)	dmsD ynfI b1591 JW5262	Escherichia coli (strain K12)	204	dmsD
Q9FN50	reviewed	CPP1_ARATH	Protein CHAPERONE-LIKE PROTEIN OF POR1, chloroplastic (AtCPP1) (Protein CELL GROWTH DEFECT FACTOR 1) (AtCDF1)	CPP1 CDF1 At5g23040 MYJ24.3	Arabidopsis thaliana (Mouse-ear cress)	258	CPP1
P0ABZ6	reviewed	SURA_ECOLI	Chaperone SurA (Peptidyl-prolyl cis-trans isomerase SurA) (PPIase SurA) (EC 5.2.1.8) (Rotamase SurA) (Survival protein A)	surA b0053 JW0052	Escherichia coli (strain K12)	428	surA
P0A6Z3	reviewed	HTPG_ECOLI	Chaperone protein HtpG (Heat shock protein C62.5) (Heat shock protein HtpG) (High temperature protein G)	htpG b0473 JW0462	Escherichia coli (strain K12)	624	htpG
Q9D1E6	reviewed	TBCB_MOUSE	Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B)	Tbcb Ckap1	Mus musculus (Mouse)	244	Tbcb
O04350	reviewed	TBCA_ARATH	Tubulin-folding cofactor A (AtTFCA) (CFA) (Protein KIESEL) (TCP1-chaperonin cofactor A) (Tubulin-specific chaperone A)	TFCA KIS At2g30410 T06B20.22 T09D09.22	Arabidopsis thaliana (Mouse-ear cress)	113	TFCA
Q8H1B3	reviewed	BIP3_ARATH	Heat shock 70 kDa protein BIP3 (BiP chaperone BIP-L) (Heat shock 70 kDa protein 13) (Heat shock protein 70-13) (AtHsp70-13) (Hsp70 protein BiP chaperone BIP-L) (Luminal-binding protein 3) (AtBP3) (BiP3)	BIP3 BIP-L HSP70-13 MED37_1 MED37B At1g09080 F7G19.5	Arabidopsis thaliana (Mouse-ear cress)	675	BIP3
P0AEU7	reviewed	SKP_ECOLI	Chaperone protein Skp (DNA-binding 17 kDa protein) (Histone-like protein HLP-1) (Seventeen kilodalton protein)	skp hlpA ompH b0178 JW0173	Escherichia coli (strain K12)	161	skp
P02829	reviewed	HSP82_YEAST	ATP-dependent molecular chaperone HSP82 (82 kDa heat shock protein) (Heat shock protein Hsp90 heat-inducible isoform)	HSP82 HSP90 YPL240C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	709	HSP82
P40340	reviewed	ATAD2_YEAST	ATPase histone chaperone YTA7 (EC 3.6.1.-) (ATPase family AAA domain-containing protein YTA7) (AAA-ATPase) (Tat-binding homolog 7)	YTA7 YGR270W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1379	YTA7
Q8CI61	reviewed	BAG4_MOUSE	BAG family molecular chaperone regulator 4 (BAG-4) (Bcl-2-associated athanogene 4) (Silencer of death domains)	Bag4 Sodd	Mus musculus (Mouse)	457	Bag4
P15108	reviewed	HSC82_YEAST	ATP-dependent molecular chaperone HSC82 (82 kDa heat shock cognate protein) (Heat shock protein Hsp90 constitutive isoform)	HSC82 YMR186W YM8010.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	705	HSC82
O82345	reviewed	BAG6_ARATH	BAG family molecular chaperone regulator 6 (Bcl-2-associated athanogene 6) (CaM-binding protein 1) [Cleaved into: Cleaved BAG6]	BAG6 CAMBP1 At2g46240 T3F17.11	Arabidopsis thaliana (Mouse-ear cress)	1043	BAG6
